species,decimalLongitude,decimalLatitude,countryCode,individualCount,gbifID,family,genus,taxonRank,scientificName,coordinateUncertaintyInMeters,year,basisOfRecord,institutionCode,collectionCode,occurrenceID,clade,CHELSA_BIOL_01,CHELSA_BIOL_02,CHELSA_BIOL_03,CHELSA_BIOL_04,CHELSA_BIOL_05,CHELSA_BIOL_06,CHELSA_BIOL_07,CHELSA_BIOL_08,CHELSA_BIOL_09,CHELSA_BIOL_10,CHELSA_BIOL_11,CHELSA_BIOL_12,CHELSA_BIOL_13,CHELSA_BIOL_14,CHELSA_BIOL_15,CHELSA_BIOL_16,CHELSA_BIOL_17,CHELSA_BIOL_18,CHELSA_BIOL_19
Calandrinia L.,115.333333,-28.683333,AUS,NA,2827934043,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,NULL,1998,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,206,103,404,5065.885254,339.033508,84,254.766464,137.766464,243.516739,277.766479,137.766464,347.200104,75.716789,6,78.966492,204.683319,19,34,204.683319
Calandrinia L.,121.024875,-29.968097,AUS,NA,2827869253,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2005,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,202,109,400,5842.521973,337.328644,65.328659,272,254.828094,194.328659,279.501801,118,272.695648,33,11,30.826847,93.996376,37,57.015148,79.509712
Calandrinia L.,114.412278,-28.341778,AUS,NA,2827866168,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2016,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,208.037598,63.99017,365.478729,3586.524658,298.529388,124.037605,174.995117,161.032715,247.032715,259.037598,160.037598,472.187866,104.929741,4.498387,86.496727,289.79245,17.495163,30.478724,228.346375
Calandrinia L.,126.369167,-27.115278,AUS,NA,2827862415,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,50,2000,PRESERVED_SPECIMEN,NSW,NSW,NA,Calandrinia,215,118,411,6046.173828,348.057983,61.057995,287,289.517334,219,291.057983,123.057999,207.791336,22,7,27.316664,65.424667,26.366674,65.366676,52
Calandrinia L.,118.3431,-29.5531,AUS,NA,2827837037,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1999,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,205.09967,108,388,6123.344238,348,68.365829,279,121,228.365829,287.365845,121,276.268341,41.045029,9,45.455887,119.135086,29,63.909943,119.135086
Calandrinia L.,120.933333,-29.633333,AUS,NA,2827769515,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1993,PRESERVED_SPECIMEN,AD,AD,NA,Calandrinia,208,109.766472,397,5984.783691,344,68,275.750275,139,201,287.249695,122,222.982666,26.249737,9,30.249737,75.499474,28,49.249702,70.249741
Calandrinia L.,117.443611,-30.113056,AUS,NA,2827729725,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2004,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,201.750122,107,393,5839.387695,344.987488,72,273,141,252.750122,281.750122,122.987503,300.524475,51.062523,11,49.76263,141.424942,33,52.787136,135.087524
Calandrinia L.,117.4,-29.3167,AUS,NA,2827721578,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1991,PRESERVED_SPECIMEN,CANB,CBG,NA,Calandrinia,209,109,391,6033.558594,353,74,279,145.512695,230,291,126,271.134674,46.487305,8,58.768654,137.461914,25,53.235462,122.428291
Calandrinia L.,115.302103,-30.708306,AUS,NA,2827716952,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2005,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,195,69,371.769165,3887.801514,296.889191,111,185.769165,146,241.769165,250.889191,144.889191,582.615723,122.341637,7,84,357.024902,25,39,287.563232
Calandrinia L.,126.233333,-26.783333,AUS,NA,2827682020,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,NULL,1962,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,224.249695,118,407,6174.800781,357.483215,67.750259,290,301.750275,229,301.750275,130.249695,189.249771,22,5,32,62.249737,21,62.249737,51.500599
Calandrinia L.,117.048056,-30.330556,AUS,NA,2827680982,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2004,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,196,106,398,5593.068359,338,72.24099,266,140,243.283524,273.283539,121.391014,307.301819,55.608982,10,59.391018,154.934433,30,43.432941,151.041931
Calandrinia L.,116.023699,-31.624886,AUS,NA,2827674973,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,1993,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,189.087326,80,385.191315,4267.902832,305.787079,98.087326,208,135.087326,242.278625,250.087326,134.087326,721.016052,145.580307,9,84.360687,436.380249,27.191299,33,385.636963
Calandrinia L.,119.754814,-32.570684,AUS,NA,2827625095,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,1996,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,168,99,425,4591.682129,294,60,234,120.908783,207,229.034607,105,341.419128,48.154366,14,39.063148,137.368607,46,68.896156,132.463104
Calandrinia L.,115.440278,-26.828639,AUS,NA,2826781209,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,10,2008,PRESERVED_SPECIMEN,DNA,DNA,NA,Calandrinia,229,117,413,5714.101074,374,90,284,170,212,308,149,226.357193,39.64983,5,60,108.949493,15,66.677849,105.75383
Calandrinia L.,115.683611,-31.449722,AUS,NA,2610075488,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,NULL,1964,PRESERVED_SPECIMEN,RSA,VascularPlants,NA,Calandrinia,189,67.550125,368.797577,3845.644287,291.247467,108.449875,183.302597,140.697403,236,244.247452,139.449875,751.848938,153.10025,9,84,457.300781,33,43.595165,385.595306
Calandrinia L.,117.720139,-32.086806,AUS,NA,2595879920,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2013,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,173.133026,102.099976,409,5056.898926,310.226349,60.073158,250.05986,107.073158,216.133026,243.133026,107.073158,366.429504,67.800468,9.840164,65.159836,193.534424,32.613819,44.707142,193.534424
Calandrinia L.,120.533333,-27.583333,AUS,NA,2513978791,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,NULL,1982,PRESERVED_SPECIMEN,NA,Botany,NA,Calandrinia,226,113,390,6377.432129,363,74,289,305,222,310.233521,132,206.76651,28,6,41.483231,78,22,69.516769,55
Calandrinia L.,114.1333,-27.5,AUS,NA,2439149962,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1992,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,211.487198,68,376.02951,3623.005127,306,125.222229,180.764542,162.735031,231.735031,262.735046,162.735031,391.499817,96.761505,3,94.264969,256.284515,12,30.74827,256.284515
Calandrinia L.,117.1167,-29.65,AUS,NA,2439033417,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,NULL,1981,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,202.037506,108,395,5842.557129,345.520813,71.768402,274,141.768402,220.520813,282.520813,123.037506,324.240417,53.210091,10,53,153.899368,32.231594,59.94099,143.63028
Calandrinia L.,120.6456,-32.4369,AUS,NA,2438896597,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1999,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,174.1754,98,426,4491.180664,298.175415,67.1856,231,127.0877,212.1754,235.087708,112.086708,316.413422,38.734909,15,27.921503,112.293427,50.912296,60.725704,110.204727
Calandrinia L.,119.2147,-28.8172,AUS,NA,2438853046,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1999,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,211,109,386.153687,6271.526855,350,68,282,141,199,294,123,239.127121,29.674425,9,36,88.348854,27,55,83.674423
Calandrinia L.,129.089998,-28.506816,AUS,NA,2438843286,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,2001,PRESERVED_SPECIMEN,AD,AD,NA,Calandrinia,195,113,417,5479.594727,327.47757,57,270.904633,245,113.683426,265.47757,113.683426,227.91362,24.09536,12.522439,17.256346,70.713158,43.044876,60.15559,43.044876
Calandrinia L.,119.2522,-29.5419,AUS,NA,2438419168,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1999,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,202.780807,108,387.112061,6142.539062,342.780823,64.780807,278,135,227.780807,284.780823,117.399231,265.849182,31.707886,13,25.107117,92.634964,44,64.107117,85.922119
Calandrinia L.,115.372558,-29.663761,AUS,NA,2438392145,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2003,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,196.835251,84.22377,385.223755,4505.62207,313.760864,94.865379,218.22377,137.969879,250.865372,260.865387,137.835251,463.903625,108.270477,8,85.8955,288.272949,24.269249,32.403873,216.212692
Calandrinia L.,116.934108,-28.906407,AUS,NA,2438270589,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2005,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,208.901611,111,396.098389,5984.888184,353.901611,73.747856,280.456024,146.456024,228.35762,290.901611,126.901604,282.142914,46.89452,7,56.54398,137.139572,22,66.196785,127.595596
Calandrinia L.,120.9567,-31.1511,AUS,NA,2438218820,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1999,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,186.123413,104,408,5280.833496,319,64,255,128,176,256,112,293.246826,36.679188,14,27.876585,106.358376,50,62,94.037567
Calandrinia L.,116.6667,-29.1833,AUS,NA,2438117802,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1992,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,205.479309,111,399,5853.624023,350.750488,73.479301,278,145.479309,223.000107,286.479309,126.479301,317.333679,47.999886,11,48.479191,138.270844,33,61.542366,133.999664
Calandrinia L.,117.0833,-30.85,AUS,NA,2437465244,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1992,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,185.735031,104,401,5393.602051,326,66.235458,260,115,231,261,115,340.387604,62.247845,10.264966,62.705528,177.273468,31.529932,43.290585,177.273468
Calandrinia L.,126.233333,-26.783333,AUS,NA,2437456154,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,NULL,1962,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,224.249695,118,407,6174.800781,357.483215,67.750259,290,301.750275,229,301.750275,130.249695,189.249771,22,5,32,62.249737,21,62.249737,51.500599
Calandrinia L.,117.0167,-31.6167,AUS,NA,2437441399,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,NULL,1990,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,183.746201,102,404,5120.331055,322.746216,71.479187,251.267014,117.746208,226.746201,255.746201,117.746208,338.105316,60.769493,8,65.495422,179.283096,27.253794,42.990829,179.283096
Calandrinia L.,114.8972,-27.9653,AUS,NA,2437377850,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1996,PRESERVED_SPECIMEN,MEL,MEL,NA,Calandrinia,208,103.738426,411,4848.288574,339.123077,87,252.123077,142,242.180801,277,142,326.638611,64.319305,6,73,184.319305,19,45,184.319305
Calandrinia L.,118.45,-33.1167,AUS,NA,2437361710,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1981,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,164,99,432,4379.32373,289,60,228.247726,105,201,223,105,339.940979,52.235462,12,47.235462,150.235458,43,56,150.235458
Calandrinia L.,114.45,-27.55,AUS,NA,2437343995,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,NULL,1988,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,217.982635,87,397.033508,4263.948242,331.982635,113.216156,218.766464,159.216156,245.216156,278.216156,159.216156,276.248993,60.233418,4,82.716835,169.199585,13,33.249554,169.199585
Calandrinia L.,119.54275,-27.601417,AUS,NA,2437146103,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2005,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,223,111,389,6409.871094,358.64682,73,286,285.762329,215.224228,308,130,208.420349,26.57741,5,44.454975,78.822281,19,60.706379,64
Calandrinia L.,119.2147,-28.8172,AUS,NA,2436566377,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1999,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,211,109,386.153687,6271.526855,350,68,282,141,199,294,123,239.127121,29.674425,9,36,88.348854,27,55,83.674423
Calandrinia L.,117.5167,-30.4667,AUS,NA,2436557394,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,NULL,1981,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,197,107,395,5746.342285,340,70,270,138,247,276,120,299.771606,53,10.766488,53.233513,144.479187,32.532978,48,140.492416
Calandrinia L.,119.63,-33.1,AUS,NA,2436475913,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1985,PRESERVED_SPECIMEN,NSW,NSW,NA,Calandrinia,165,96,438,4152.899902,281.943542,63,218,123,199,220,107,339.693848,47,13,34.487206,131,47,70,129.120712
Calandrinia L.,118.3431,-29.5531,AUS,NA,2436456927,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1999,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,205.09967,108,388,6123.344238,348,68.365829,279,121,228.365829,287.365845,121,276.268341,41.045029,9,45.455887,119.135086,29,63.909943,119.135086
Calandrinia L.,119.620583,-28.870667,AUS,NA,2436432831,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2006,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,207.986771,109,388,6229.826172,345.986755,64.999512,281,265,197,290.950592,119.986771,292.07428,40.987255,10,35.9506,110.9608,36,71,79.100258
Calandrinia L.,117.806132,-32.912323,AUS,NA,2436362782,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,1997,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,161.971649,99,422,4536.600098,291.971649,58,234,102.962067,220.051392,224.971649,102.962067,370.592224,64.747353,10.02835,59.681065,184.298752,34.104218,46.094635,184.298752
Calandrinia L.,115.85,-29.6667,AUS,NA,2436261145,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1981,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,196,104,403,5246.140137,334.748169,76.483192,258.264954,127.483192,236.748154,270.483185,127.483192,386.52417,80.01638,8,73.251846,218.520065,26.487305,41,218.520065
Calandrinia L.,116.51025,-32.057247,AUS,NA,2436104066,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2007,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,173.836166,92.910637,402,4607.122559,304.483215,73.572586,230.746811,115.836174,233.483231,239.836166,115.836174,585.684753,113.12291,10.163829,77.582977,339.279358,32.491486,39.670212,334.900604
Calandrinia L.,119.638722,-28.91175,AUS,NA,2436062431,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2006,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,209.252701,109,387.76474,6237.605469,347.252716,66.252708,281,267.252716,199.017441,292.252716,121.163452,279.139404,38.747292,9,36,106.420395,33,68.747292,74.241882
Calandrinia L.,117.0167,-31.6167,AUS,NA,2435902115,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,NULL,1990,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,183.746201,102,404,5120.331055,322.746216,71.479187,251.267014,117.746208,226.746201,255.746201,117.746208,338.105316,60.769493,8,65.495422,179.283096,27.253794,42.990829,179.283096
Calandrinia L.,118.2833,-31.1167,AUS,NA,2435878207,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,NULL,1981,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,193.512695,105.249779,396,5664.339355,335,68,267,121.758957,244,270.512695,117.512695,287.98764,48,10,51.249893,133.750214,32,47.474819,133.500443
Calandrinia L.,120.9567,-31.1511,AUS,NA,2435852385,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1999,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,186.123413,104,408,5280.833496,319,64,255,128,176,256,112,293.246826,36.679188,14,27.876585,106.358376,50,62,94.037567
Calandrinia L.,118.3431,-29.5531,AUS,NA,2435451463,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1999,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,205.09967,108,388,6123.344238,348,68.365829,279,121,228.365829,287.365845,121,276.268341,41.045029,9,45.455887,119.135086,29,63.909943,119.135086
Calandrinia L.,117.053611,-29.505556,AUS,NA,2435440801,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2013,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,205,109,395,5878.950195,349.150024,74,275,144.150024,223.957611,286,125.150024,306.0849,50.699951,10,55.692471,147.092377,32,53,138.384933
Calandrinia L.,119.754814,-32.570684,AUS,NA,2435354850,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,1996,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,168,99,425,4591.682129,294,60,234,120.908783,207,229.034607,105,341.419128,48.154366,14,39.063148,137.368607,46,68.896156,132.463104
Calandrinia L.,120.9567,-31.1511,AUS,NA,2434840573,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1999,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,186.123413,104,408,5280.833496,319,64,255,128,176,256,112,293.246826,36.679188,14,27.876585,106.358376,50,62,94.037567
Calandrinia L.,116.513181,-32.057854,AUS,NA,2434808528,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,100,2007,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,174,93,402,4610.65918,304.61618,73.616165,231,116,233.574219,240.05658,116,582.36908,112.99205,9.901471,78.098526,338.976166,31.704412,38.90147,336.147308
Calandrinia L.,115.333333,-28.683333,AUS,NA,2434743530,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,NULL,1998,PRESERVED_SPECIMEN,PERTH,PERTH,NA,Calandrinia,206,103,404,5065.885254,339.033508,84,254.766464,137.766464,243.516739,277.766479,137.766464,347.200104,75.716789,6,78.966492,204.683319,19,34,204.683319
Calandrinia L.,116.6667,-29.1833,AUS,NA,2434624449,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,1000,1992,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,205.479309,111,399,5853.624023,350.750488,73.479301,278,145.479309,223.000107,286.479309,126.479301,317.333679,47.999886,11,48.479191,138.270844,33,61.542366,133.999664
Calandrinia L.,123.783333,-31.05,AUS,NA,2430283915,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,NULL,1966,PRESERVED_SPECIMEN,RSA,VascularPlants,NA,Calandrinia,187,107,442,4639.783691,310,68,242,247,207,247,118.75032,195.215012,22.249681,11,23.516695,63.499363,33.24968,63.499363,56
Calandrinia L.,117.361417,-31.639444,AUS,NA,1947454578,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,NULL,2014,PRESERVED_SPECIMEN,Moscow State University,MW,NA,Calandrinia,184.088638,103,404,5229.050293,324,68.783417,255,116,228.783417,257,116,337.042206,59.570827,9,62.241093,172.712479,30,46,172.712479
Calandrinia L.,117.361417,-31.639444,AUS,NA,1947454561,Montiaceae,Calandrinia,GENUS,Calandrinia Kunth,NULL,2014,PRESERVED_SPECIMEN,Moscow State University,MW,NA,Calandrinia,184.088638,103,404,5229.050293,324,68.783417,255,116,228.783417,257,116,337.042206,59.570827,9,62.241093,172.712479,30,46,172.712479
Calandrinia polyandra,121.75,-33.5833,AUS,NA,2830768434,Montiaceae,Calandrinia,SPECIES,Calandrinia polyandra Benth.,NULL,1981,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,168,67,412.269104,3138.458496,253.520691,91.748405,161.768402,124.231598,205.269104,211,124.231598,497.858337,64.958611,18,42.495422,192.644241,58,62.966377,192.644241
Calandrinia primuliflora,115.9333,-28.4833,AUS,NA,2830762380,Montiaceae,Calandrinia,SPECIES,Calandrinia primuliflora Diels,NULL,1981,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,209.512802,115,408,5736.122559,356.245789,74,282,151.245789,225,289.512817,131.245789,294.195038,55.495079,8,62,152.964539,26,52.015774,146.976822
Calandrinia polyandra,116.9333,-29.85,AUS,NA,2830760695,Montiaceae,Calandrinia,SPECIES,Calandrinia polyandra Benth.,NULL,1981,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,202,107,397,5734.163086,345.516693,74.764542,271,144,250.764542,281.264954,125,290.849457,49.689262,9,56.4538,139.09729,29,45,137.630249
Calandrinia pygmaea,118.45,-33.1167,AUS,NA,2830760008,Montiaceae,Calandrinia,SPECIES,Calandrinia granulifera Benth.,1000,1980,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,164,99,432,4379.32373,289,60,228.247726,105,201,223,105,339.940979,52.235462,12,47.235462,150.235458,43,56,150.235458
Calandrinia polyandra,117.4667,-30.9833,AUS,NA,2830749631,Montiaceae,Calandrinia,SPECIES,Calandrinia polyandra Benth.,NULL,1981,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,190.520691,105,399,5527.208984,332,68,264,117,238,267,117,313.0224,54.437801,10,56.437801,153.3134,30,46,153.3134
Calandrinia liniflora,114.1667,-27.7,AUS,NA,2830745926,Montiaceae,Calandrinia,SPECIES,Calandrinia liniflora Fenzl,NULL,1981,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,216.500702,63.2691,363.768402,3571.722412,307.021515,133.231598,174.037506,169.231598,236.752396,267.500702,169.231598,344.813232,87.011894,3,96.483307,230.002274,11,24.516697,172.52037
Calandrinia pygmaea,117.9167,-33.3333,AUS,NA,2830730844,Montiaceae,Calandrinia,SPECIES,Calandrinia granulifera Benth.,NULL,1990,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,158.479187,96.271179,432,4227.08252,282.728699,59.479191,223,102.958382,212.479187,216.728699,102.958382,421.646912,68.312683,13.52081,53.999886,198.938065,44.562428,51.521042,198.938065
Calandrinia sculpta,116.5803,-30.8281,AUS,NA,2830729659,Montiaceae,Calandrinia,SPECIES,Calandrinia sculpta Obbens & J.G.West,50,2003,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,188.724609,103,403.977875,5219.197266,328,72.97789,255,120.97789,231,262,120.97789,347.676422,64.319618,8,67.877419,188.669449,26.275393,37.564785,188.669449
Calandrinia remota,117.1167,-29.65,AUS,NA,2830720117,Montiaceae,Calandrinia,SPECIES,Calandrinia remota J.M.Black & J.M.Black,NULL,1981,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,202.037506,108,395,5842.557129,345.520813,71.768402,274,141.768402,220.520813,282.520813,123.037506,324.240417,53.210091,10,53,153.899368,32.231594,59.94099,143.63028
Calandrinia primuliflora,117.2667,-29.3667,AUS,NA,2830715803,Montiaceae,Calandrinia,SPECIES,Calandrinia primuliflora Diels,NULL,1981,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,209.732986,109,392,5996.308594,354,75.732986,278,147,230,291.479187,128,270.88324,45.520809,8,56,133.808105,25,54,120.562431
Calandrinia calyptrata,118,-32.45,AUS,NA,2830714610,Montiaceae,Calandrinia,SPECIES,Calandrinia calyptrata Hook.f.,NULL,1990,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,169.750336,101,415,4871.550293,303.750336,59.75034,244,122.249779,211.750336,236.750336,105.750336,354.581421,63.766239,11,55.483189,173.049057,36.24966,53.03339,170.764664
Calandrinia lehmannii,115.9333,-28.9833,AUS,NA,2830702579,Montiaceae,Calandrinia,SPECIES,Calandrinia lehmannii Endl.,NULL,1981,PRESERVED_SPECIMEN,CANB,CANB,NA,Calandrinia,204,111,405,5571.364258,348,74.766487,273.267029,138.74382,248.512802,282,129,316.178772,60.966496,7,66.233513,168.178787,25,51,167.92511
