"species","decimalLongitude","decimalLatitude","countryCode","individualCount","gbifID","family","genus","taxonRank","scientificName","coordinateUncertaintyInMeters","year","basisOfRecord","institutionCode","collectionCode","occurrenceID","clade","CHELSA_BIOL_01","CHELSA_BIOL_02","CHELSA_BIOL_03","CHELSA_BIOL_04","CHELSA_BIOL_05","CHELSA_BIOL_06","CHELSA_BIOL_07","CHELSA_BIOL_08","CHELSA_BIOL_09","CHELSA_BIOL_10","CHELSA_BIOL_11","CHELSA_BIOL_12","CHELSA_BIOL_13","CHELSA_BIOL_14","CHELSA_BIOL_15","CHELSA_BIOL_16","CHELSA_BIOL_17","CHELSA_BIOL_18","CHELSA_BIOL_19","MAT","BasisOfRecord"
"Portulaca suffrutescens",-111.09,31.399,"USA","NA","2270666521","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",1966,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",185.397751,126,398.715668,6680.327148,346.226837,29.397757,317,267.397766,206.397751,272.397766,94.397758,385.979279,89.621506,3,84.752342,266.958679,14,185.431335,92.057274,18.5397751,NA
"Portulaca umbraticola",-111.086437,31.404738,"USA","NA","1846532339","Portulacaceae","Portulaca","SUBSPECIES","Portulaca umbraticola subsp. lanceolata J.F.Matthews & Ketron","522",1970,"PRESERVED_SPECIMEN","DES","NA","NA","Portulaca",186.346573,126,398.204926,6686.632324,347.358887,30.346571,317,268.346558,207.346573,273.358887,95.346573,387.930115,90.08699,3,83.973686,267.366608,14,184.385269,93.187981,18.6346573,NA
"Portulaca suffrutescens",-110,31.5,"USA","NA","2422364358","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",1984,"PRESERVED_SPECIMEN","UCR","NA","NA","Portulaca",163.998901,127,391.750275,6791.895996,328.998901,3.998908,325,245.998901,188.998901,252.998901,69.998909,406.069733,113.250824,6,93.516724,294.652222,22,244.501648,72.916962,16.3998901,NA
"Portulaca umbraticola",-110,31.5,"USA","NA","2422365270","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","NULL",1984,"PRESERVED_SPECIMEN","UCR","NA","NA","Portulaca",163.998901,127,391.750275,6791.895996,328.998901,3.998908,325,245.998901,188.998901,252.998901,69.998909,406.069733,113.250824,6,93.516724,294.652222,22,244.501648,72.916962,16.3998901,NA
"Portulaca suffrutescens",-109.987,31.4913,"USA","NA","2270669363","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",1973,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",156.576675,127,393.70282,6751.676758,320.514099,-3.346621,323.373871,237.576675,180.063507,245.063507,63.126106,433.023071,118.44191,6.036258,91.80616,308.912994,22.621941,255.99678,80.253838,15.6576675,NA
"Portulaca suffrutescens",-109.069,31.529,"USA","NA","2270666597","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",1966,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",160.277573,124,377.003265,7013.147949,326.277588,-2.719152,328.760803,243.280075,188.040878,252.041641,61.516773,382.622498,91.440804,5.239201,77.524872,242.792358,18.715101,200.357513,82.160728,16.0277573,NA
"Portulaca umbraticola",-109.069,31.529,"USA","NA","2270670631","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","NULL",1966,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",160.277573,124,377.003265,7013.147949,326.277588,-2.719152,328.760803,243.280075,188.040878,252.041641,61.516773,382.622498,91.440804,5.239201,77.524872,242.792358,18.715101,200.357513,82.160728,16.0277573,NA
"Portulaca umbraticola",-109,31.53,"USA","1","1837261801","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","NULL",2004,"PRESERVED_SPECIMEN","UTEP","Plant specimens","NA","Portulaca",157.606522,124,376.366577,7015.624023,323.179626,-5.393485,328.57312,240.606522,185.606522,248.723236,59.089813,380.017334,87.993507,4,84.17704,257.98053,14.426887,189.470322,85.303673,15.7606522,NA
"Portulaca halimoides",-106.112,31.5316,"USA","NA","2270684214","Portulacaceae","Portulaca","SPECIES","Portulaca halimoides L.","NULL",2006,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",191.329529,120,353,7434.563477,359.406219,20.329527,339,276.406219,183.329529,286.406219,83.35321,233.329636,38.878815,7,58.540749,115.912949,22,99.680931,38,19.1329529,NA
"Portulaca halimoides",-106.111806,31.531639,"USA","1","1563372342","Portulacaceae","Portulaca","SPECIES","Portulaca halimoides L.","NULL",2006,"PRESERVED_SPECIMEN","UTEP","Plant specimens","NA","Portulaca",191.30455,120,353,7434.503418,359.40451,20.304543,339,276.40451,183.30455,286.40451,83.335876,233.232712,38.877544,7,58.526829,115.86853,22,99.655106,38,19.130455,NA
"Portulaca suffrutescens",-110.351,31.554,"USA","NA","2270669231","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",1974,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",165.79538,127,394.603302,6754.770508,329.793396,6.795376,323,247.397995,188.796677,254.397995,72.79538,388.398163,99.203323,3,95.600021,295.205414,14,204.597549,84.794754,16.579538,NA
"Portulaca umbraticola",-110.351,31.554,"USA","NA","2270668370","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","NULL",1974,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",165.79538,127,394.603302,6754.770508,329.793396,6.795376,323,247.397995,188.796677,254.397995,72.79538,388.398163,99.203323,3,95.600021,295.205414,14,204.597549,84.794754,16.579538,NA
"Portulaca umbraticola",-109.518646,31.605667,"USA","NA","2270488587","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","NULL",2014,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",167.045807,126,382.109863,6977.711914,333.84903,4.324981,329.469116,250.27005,193.84903,258.84903,70.100731,435.596588,101.732124,7,80.775749,290.546478,23.196766,222.240005,89.745804,16.7045807,NA
"Portulaca suffrutescens",-109.51297,31.582867,"USA","NA","2270491236","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",2014,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",170.766769,126,381.557526,6986.018555,337.766785,7.766776,329.978607,253.766769,197.209244,262.209259,73.306015,410.101501,101.214935,7,82.557526,276.444122,23,220.429871,81.617706,17.0766769,NA
"Portulaca umbraticola",-110.766,31.5311,"USA","NA","2270669205","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","700",1990,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",182.754395,127,394,6770.758789,345.754395,24.754393,321,264.854706,205.003113,271.003113,89.854706,377.464233,94.585228,4,87.747093,265.268707,18,201.518417,71.798386,18.2754395,NA
"Portulaca suffrutescens",-110.90342,31.60489,"USA","NA","2270571725","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",2013,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",179.487823,126,394.198822,6787.660156,342.384308,22.384304,319.907471,262.487823,201.395309,268.384308,87.384308,486.00769,129.3078,5,91.686653,346.544556,21.103525,273.615601,86.84198,17.9487823,NA
"Portulaca umbraticola",-110.81,31.5,"USA","NA","2270667897","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","100",1971,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",184.471008,127,394.506134,6755.890625,347.471008,26.624065,320.646912,266.471008,206.624069,272.624054,91.977142,402.800049,105.198769,4,90.919579,289.690247,17.516726,222.914261,76.303307,18.4471008,NA
"Portulaca umbraticola",-110.88614,31.5938,"USA","NA","2270574419","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","NULL",2013,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",178.908356,126,394.813599,6779.585449,341.542084,21.681087,320,261.908356,200.908356,267.681091,86.681084,460.380798,124.687836,4,92.820099,332.159729,18.139013,263.148407,84.539696,17.8908356,NA
"Portulaca suffrutescens",-110.710705,31.514593,"USA","NA","1846532172","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","500",1987,"PRESERVED_SPECIMEN","DES","NA","NA","Portulaca",171.189011,127,396.5,6715.693359,333.456909,13.813381,319.5,253.019089,193.25119,259.25119,79.189011,420.537628,109.454109,3.562191,93.679276,310.807861,16.454473,230.676117,86.935432,17.1189011,NA
"Portulaca suffrutescens",-110.774233,31.59998,"USA","NA","1846493875","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",2000,"PRESERVED_SPECIMEN","DES","NA","NA","Portulaca",171.440781,126,395.31308,6758.89502,333.955109,13.955105,320,253.955109,193.440781,259.955109,79.250755,473.013824,104.356789,4,77.190025,306.383453,19.111855,207.46283,111.681091,17.1440781,NA
"Portulaca umbraticola",-110.7948,31.62062,"USA","NA","1846493879","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","NULL",2000,"PRESERVED_SPECIMEN","DES","NA","NA","Portulaca",170.863052,126,395,6764.873047,332.870667,12.870672,320,253.723602,192.863052,259.723602,78.863045,444.074982,97.138199,3.1407,75.868172,280.697266,15.4221,182.982407,114.558899,17.0863052,NA
"Portulaca umbraticola",-108.81333,31.56722,"USA","NA","2422356777","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","NULL",1982,"PRESERVED_SPECIMEN","UCR","NA","NA","Portulaca",149.732315,123,374.264862,7026.312012,314.232086,-13.350589,327.165802,232.766876,177.732315,241.732315,50.64941,397.772675,84.251526,6.917101,64.583122,219.588333,22.834202,189.420151,91.668404,14.9732315,NA
"Portulaca suffrutescens",-110.529,31.5917,"USA","NA","2270646727","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",2000,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",165.515976,127,395,6748.683594,328.515961,7.479275,321.017578,247.498383,188.479279,253.515976,72.515976,386.574615,93.046204,3,89.538315,279.103424,14.98241,197.092407,86.011024,16.5515976,NA
"Portulaca suffrutescens",-110.507,31.6042,"USA","NA","2270648268","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",2000,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",167.683395,127,394.316589,6766.922852,330.697418,8.697425,322,249.020721,189.704132,255.704132,74.697426,374.190125,90.983925,3,91,272.910309,14,192.96785,82.286499,16.7683395,NA
"Portulaca suffrutescens",-110.502,31.6056,"USA","NA","2270649449","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",2001,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",168.276703,127,394,6771.68457,331.413208,9.413205,322,249.689911,190.63768,256.413208,75.413208,367.024994,89.687546,3,90.77552,267.5784,14,190.375092,80.169899,16.8276703,NA
"Portulaca suffrutescens",-110.498,31.6033,"USA","NA","2270646713","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",2000,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",168.756699,127,394.02124,6772.764648,331.822754,9.822741,322,250.534637,191.534637,256.843964,75.822739,360.530365,88.44413,3,90.288109,262.131042,14,187.88826,78.468079,16.8756699,NA
"Portulaca umbraticola",-110.502,31.6056,"USA","NA","2270646519","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","NULL",2000,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",168.276703,127,394,6771.68457,331.413208,9.413205,322,249.689911,190.63768,256.413208,75.413208,367.024994,89.687546,3,90.77552,267.5784,14,190.375092,80.169899,16.8276703,NA
"Portulaca suffrutescens",-110.504,31.608,"USA","NA","2270648144","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",2001,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",168.036697,127,394,6772.927246,331.495941,9.495929,322,249.532623,190.515137,256.495941,75.495926,370.088806,90.420822,3,90.980797,270.162201,14,191.841644,80.8899,16.8036697,NA
"Portulaca umbraticola",-110.504,31.608,"USA","NA","2270646592","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","NULL",2000,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",168.036697,127,394,6772.927246,331.495941,9.495929,322,249.532623,190.515137,256.495941,75.495926,370.088806,90.420822,3,90.980797,270.162201,14,191.841644,80.8899,16.8036697,NA
"Portulaca suffrutescens",-110.513,31.5989,"USA","NA","2270647904","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",2000,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",166.940048,127,395,6759.931152,329.940033,7.940042,321.956696,248.940048,189.528671,254.940048,73.940041,378.667328,91.916008,3,90.384727,274.537445,14.0433,194.832016,84.514626,16.6940048,NA
"Portulaca suffrutescens",-110.4896,31.694667,"USA","NA","1846558148","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",2015,"PRESERVED_SPECIMEN","DES","NA","NA","Portulaca",158.669662,127,394.971008,6773.164551,320.698639,-0.330343,321.028992,240.669662,180.669662,247.669662,65.669655,493.368408,123.471405,5,87.764702,346.567474,21.971003,262.94281,101.877571,15.8669662,NA
"Portulaca suffrutescens",-111.0411,31.6175,"USA","NA","2270528682","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",1997,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",200.61673,126,391,6879.135254,364,42,322.360596,284.61673,223,290,106.616722,336.602448,79.754097,3,85.169403,232.092896,13,168.508194,69.477524,20.061673,NA
"Portulaca suffrutescens",-111.34,31.6,"USA","NA","2270667892","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","100",1982,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",187.053589,126,396.283295,6787.616211,347.42392,30.053587,317.370331,271.560822,207.560837,275.42392,94.707222,494.863983,112.652451,4.146389,81.136909,328.131439,19.439165,237.82164,111.656166,18.7053589,NA
"Portulaca suffrutescens",-111.44,31.82,"USA","NA","2270669125","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","100",1967,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",202.716705,126,391,6979.95459,364.657013,43.657017,321,289.97641,223.97641,293.657013,107.716698,364.926025,75.02359,4,70.740288,220.130463,16,148.16655,94.192886,20.2716705,NA
"Portulaca umbraticola",-110.169,31.6225,"USA","NA","2270629102","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","NULL",2002,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",182.928726,127,387.834564,6905.683594,349.526611,20.928726,328,265.763306,207.928726,273.763306,87.763298,319.898346,78.090355,4,89,230.520004,15.2367,167.468704,65.863998,18.2928726,NA
"Portulaca suffrutescens",-110.209,31.7666,"USA","NA","2270590848","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","700",2000,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",187.723267,127,385,6989.569336,354.723267,24.723265,330,271.723267,212.723267,279.723267,90.723267,276.409424,68.649033,3,91.935593,203.631577,12,145.191116,56.276733,18.7723267,NA
"Portulaca umbraticola",-110.178,31.619,"USA","NA","2270669358","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","700",1990,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",183.671875,127,388,6901.799805,349.828583,21.671879,328,265.828583,208,273.828583,87.828575,308.093567,74.827667,3.1567,89.374695,223.154877,13.3134,158.625885,65,18.3671875,NA
"Portulaca suffrutescens",-110.179,31.7106,"USA","NA","2270684374","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",2006,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",185.963303,127,386,6960.306152,352.963287,23.174574,329.992249,268.963287,211.174576,277.934357,89.963303,293.567535,74.008926,3.796479,91.007751,213.80658,14.592957,158.083496,58.85437,18.5963303,NA
"Portulaca suffrutescens",-110.209,31.772,"USA","NA","2270667166","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",2000,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",188.088287,127,385,6993.166992,355.088287,25,330,272,213.088287,280.088287,91.08828,274.677002,68.221817,3,91.804962,202.045258,12,145.443634,56,18.8088287,NA
"Portulaca halimoides",-110.179,31.7106,"USA","NA","2270684261","Portulacaceae","Portulaca","SPECIES","Portulaca halimoides L.","NULL",2006,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",185.963303,127,386,6960.306152,352.963287,23.174574,329.992249,268.963287,211.174576,277.934357,89.963303,293.567535,74.008926,3.796479,91.007751,213.80658,14.592957,158.083496,58.85437,18.5963303,NA
"Portulaca halimoides",-110.204,31.7648,"USA","NA","2270618352","Portulacaceae","Portulaca","SPECIES","Portulaca halimoides L.","NULL",2001,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",187.937347,127,385,6990.757324,354.937347,24.937344,330,271.926605,212.963303,279.926605,90.963303,278.059937,69.512924,3,92.329422,205.169159,12,148.062546,56.1101,18.7937347,NA
"Portulaca suffrutescens",-110.204,31.7648,"USA","NA","2270617632","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",2001,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",187.937347,127,385,6990.757324,354.937347,24.937344,330,271.926605,212.963303,279.926605,90.963303,278.059937,69.512924,3,92.329422,205.169159,12,148.062546,56.1101,18.7937347,NA
"Portulaca suffrutescens",-110.179167,31.710583,"USA","NA","1846480615","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",2006,"PRESERVED_SPECIMEN","DES","NA","NA","Portulaca",185.983337,127,386,6960.33252,352.983337,23.196655,329.99646,268.983337,211.196655,277.970245,89.983337,293.216644,73.886642,3.790239,91.003555,213.559982,14.580478,157.803055,58.816452,18.5983337,NA
"Portulaca suffrutescens",-110.901,31.8191,"USA","NA","2270668657","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","700",1964,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",196.412018,126,387,6989.12793,361.412018,36.412025,325,282.091217,219.603302,288.412018,101.412025,401.496765,105.587975,4,88.512093,276.612152,18,223.175949,75,19.6412018,NA
"Portulaca umbraticola",-110.918,31.7753,"USA","NA","2270667714","Portulacaceae","Portulaca","SPECIES","Portulaca umbraticola Kunth","700",1966,"PRESERVED_SPECIMEN","ASU","Plants","NA","Portulaca",193.55159,126,388.447266,6946.522949,357.551605,33.551594,324,278.551605,216.55159,284.551605,98.55159,405.986267,111.894547,4,92.447273,288.077972,18,235.789093,72,19.355159,NA
"Portulaca umbraticola",-110.90736,31.80989,"USA","NA","1846484057","Portulacaceae","Portulaca","SUBSPECIES","Portulaca umbraticola subsp. lanceolata J.F.Matthews & Ketron","NULL",2016,"PRESERVED_SPECIMEN","DES","NA","NA","Portulaca",196.366501,126,387,6983.501465,361.070038,36.070026,325,282.070038,220.070023,288.070038,101.070023,401.703522,106.296478,4,89.296478,278.296478,18,224.592957,74.703522,19.6366501,NA
"Portulaca suffrutescens",-110.875,31.733333,"USA","NA","1846532199","Portulacaceae","Portulaca","SPECIES","Portulaca suffrutescens Engelm.","NULL",1989,"PRESERVED_SPECIMEN","DES","NA","NA","Portulaca",162.030975,126,395.533966,6780.822266,323.247314,4.297945,318.466034,245.514267,183.514267,250.514267,69.547676,445.584961,125.133568,4.266971,95.216331,323.86792,19.050642,263.550262,79.300385,16.2030975,NA
"Portulaca umbraticola",-110.881206,31.733949,"USA","NA","1846532209","Portulacaceae","Portulaca","SUBSPECIES","Portulaca umbraticola subsp. lanceolata J.F.Matthews & Ketron","100",1989,"PRESERVED_SPECIMEN","DES","NA","NA","Portulaca",168.667862,126,394.274719,6812.893555,330.574493,10.761209,319.590607,252.667862,190.667862,257.667847,75.667862,428.424896,121.683853,4,96.134666,312.689117,17.77198,255.823639,76.912033,16.8667862,NA
"Portulaca umbraticola",-110.875,31.733333,"USA","NA","1846532154","Portulacaceae","Portulaca","SUBSPECIES","Portulaca umbraticola subsp. lanceolata J.F.Matthews & Ketron","NULL",1989,"PRESERVED_SPECIMEN","DES","NA","NA","Portulaca",162.030975,126,395.533966,6780.822266,323.247314,4.297945,318.466034,245.514267,183.514267,250.514267,69.547676,445.584961,125.133568,4.266971,95.216331,323.86792,19.050642,263.550262,79.300385,16.2030975,NA
